song,play_count,title,release,artist_name,song_era
SOTVPYD12AF729D5E2,1,Just A Little Bit Longer (Radio Edit),Best Of Maxi Priest,Maxi Priest,0
SOTVQBZ12A8C13B0E7,6,Lots More Stairs,One Ten Hundred Thousand Million,Octopus Project,2005
SOTVQCP12AB0188121,1,Stoney Street,Bricolage,Amon Tobin,1995
SOTVRRL12B0B80615C,1,Tautou,Deja Entendu,Brand New,2000
SOTVSBY12A6D4F74D8,5,The Caterpillar,The Top,The Cure,1980
SOTVSFO12A58A7AA09,3,You And I Will Meet Again,Into The Great Wide Open,Tom Petty And The Heartbreakers,1990
SOTVSNO12A58A7F77C,1,Calico,Anthology,Alien Ant Farm,2000
SOTVSNZ12A8C13DA01,7,Dragostea din tin (ma-ya-hi),Opération vacances,O-Zone,0
SOTVTCP12A6D4F6248,6,Us (Remastered Album Version),Mary Ann meets the Gravediggers and other short stories by regina spektor,Regina Spektor,0
SOTVTDV12A58A78333,1,Lights Out San Francisco,Once in a Blue Universe,Craig Chaquico,1995
SOTVTIV12A81C20316,1,New Dawn Fades,The Best Of,Joy Division,1975
SOTVTLP12AB0184A0B,20,Hymn of the Siamese,The Cursed Species,Cdatakill,2000
SOTVTNR12AB017AC94,4,Hope,Somery,Descendents,1980
SOTVTQB12A6BD5371C,10,Popdorian,Disgraceful,Dubstar,0
SOTVTXO12AC46888F0,1,Doble V,Genios,Violadores del Verso,1995
SOTVVEO12A8C1352F8,1,Cops On Our Tail,Whip It On,The Raveonettes,2000
SOTVVFE12AB018915F,2,Warning Shots featuring Sleepy Wonder and Gunjan,The Cosmic Game,Thievery Corporation,2005
SOTVVQF12A8C1417B8,1,Burning Up,Living In The Present Future,Eagle-Eye Cherry,2000
SOTVWUO12A8C13B70B,1,Fudge,Demo Collection,Refused,1995
SOTVXBJ12AB0184C33,3,Two Worlds Collide,Don't Forget,Demi Lovato,2005
SOTVXKF12A6D4FA184,7,Ay Mi Palomita (1997 Digital Remaster),Victor Jara-Presente,Victor Jara,0
SOTVXXZ12A6D4F75A6,7,Jackie Big Tits,Inside In / Inside Out,The Kooks,2005
SOTVYNO12A6D4F9526,2,Legend Of The Fall Offs,The Big Bang,Busta Rhymes,2005
SOTVYWQ12A8C144F51,1,On My Sleeve,Full Circle,Creed,0
SOTVZIB12A6D4F694A,41,Atomic '98 (Xenomania Mix),Atomic: The Very Best Of Blondie,Blondie,1995
SOTWABT12AB0180AD3,5,Wurz and Blosse,In Search Of Sunrise 4 - Latin America,Wighnomy Bros.,0
SOTWAVU12A8C13E2A8,4,Love In Plaster,Tyrannosaurus Hives,The Hives,2000
SOTWBPR12AB0186F84,2,Night Ranger,Dawn Patrol,Night Ranger,1980
SOTWCDE12AB018909C,39,BedRock (Radio Edit) (feat.Lloyd),Now That's What I Call Music! 75,Young Money featuring Lloyd,0
SOTWCSK12A67ADD2EB,1,Aunque No Sea Conmigo,Ananda,Paulina Rubio,2005
SOTWCWF12AB0182018,4,Memories (Album Version),The Silent Force,Within Temptation,2000
SOTWDEA12AB0184EA1,1,Megamix - Long Version,Classic Remixes,Ace of Base,0
SOTWEKY12A8C14213C,1,The Girl and The Robot,The Girl and The Robot,Röyksopp,2005
SOTWEPX12A67ADF6BF,2,Sao Paulo,Charango,Morcheeba,2000
SOTWFDF12A8C13CFF7,2,What Would They Know,Liars,Liars,2005
SOTWFRX12A670214ED,36,Everybody's Weird,The Ideal Crash,dEUS,1995
SOTWHRM12AF72A2D61,4,My moon my man (Grizzy Bear Remix),The Reminder (Bonus Content),Feist,0
SOTWHUY12AF72A8649,1,Hot Rod Heart,The Long Road Home - The Ultimate John Fogerty - Creedance Collection,John Fogerty,1995
SOTWHVT12A58A7D5A3,1,Fireflies,The Believer,Rhett Miller / Rachael Yamagata,2005
SOTWHZU12A58A7840C,1,If You Can Touch Her At All,Platinum & Gold Collection,Willie Nelson,1985
SOTWIEQ12A8C140309,2,Give 'Em Hell [featuring Coi Mattison & Lyfe Jennings] (Album Version),Eardrum,Talib Kweli,2005
SOTWIGX12AB018FAFA,2,Fax Shadow,Causers Of This,Toro Y Moi,2010
SOTWJDW12AC468B156,5,Southern Pacifica,So Runs The World Away,Josh Ritter,2010
SOTWJRQ12AB01832FA,4,Eppure mi hai cambiato la vita,Domani,Fabrizio Moro,2005
SOTWKDF12AB0179D27,1,Empress of the dark,Seducia,Silentium,2005
SOTWLFU12AB0180970,7,Nasty Letter,Public Enemies,Otis Taylor,2000
SOTWMFO12A6D4F8B52,1,Hocus Pocus,Storm,Vanessa-Mae,1995
SOTWMJF12AB0182238,9,La Soledad,La Argentinidad Al Palo,Bersuit Vergarabat,2000
SOTWMLM12A8C1429DA,1,The Paper Bride,Images of Sigrid (Deluxe Edition),Poni Hoax,2005
SOTWMQF12AF72A9256,2,Fuir Le Bonheur De Peur Qu'il Ne Se Sauve (Live),Arabesque,Jane Birkin,2000
SOTWNDJ12A8C143984,488,Marry Me,Save Me_ San Francisco,Train,2005
SOTWNFW12A81C1F84F,2,There's A Light (LP Version),Livin' On The Fault Line,The Doobie Brothers,1975
SOTWNIB12A6D4F72D1,1,Days Of Wine And Roses,Standards,Bireli Lagrene,1990
SOTWNRE12A8C13872B,2,The Pledge,The Alternative To Love,Brendan Benson,2005
SOTWNRM12AF729C75E,9,Nrrrd Grrrl,MC Chris Is Dead Black,Mc Chris,2005
SOTWNYF12A8C131F5F,1,A Beautiful Mess (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz,0
SOTWOCE12AB0188397,15,Halle Berry (She's Fine),Unleashed,Hurricane Chris featuring Superstarr,2005
SOTWOJR12A8C13A9AC,1,From the Corner to the Block Feat. Juvenile,From the Corner To the Block,Galactic,2005
SOTWOVE12A8C1368F8,1,Ji Hou,The Best Of HOCC,Denise Ho,0
SOTWPOM12A8C146010,1,China In Your Hand (Single Version),80s Rewind,T'Pau,2000
SOTWPOO12A6701E395,4,Safety Operation,Extended Revelation,The Soundtrack of Our Lives,1995
SOTWPTN12AB017B626,12,In A Time of Tales,King of the Distant Forest,Mithotyn,1995
SOTWPXG12A8C142CF6,43,Closer To Love,City Of Black & White,Mat Kearney,2005
SOTWQKR12A8C13CF82,1,Oh So Insistent,Music of Hair,Andrew Bird,1995
SOTWQLV12AB018707F,2,Poundstretcher,Sweet Jones,9 Lazy 9,2000
SOTWQRW12A6701DB12,1,País Tropical   /   Spyro Gyro,Música!,Jorge Ben Jor,0
SOTWQZY12A58A7CF83,6,Sunshine,Sunshine,Matt Costa,2005
SOTWREV12A6D4F912E,10,One Call Away,Jackpot,Chingy Featuring J/Weav,2000
SOTWRMP12A8C1356E3,3,Face The Aggression (Album Version),Skins & Pinz 2,Condemned 84,0
SOTWRTE12A6D4F60D5,1,Adalae,Teenage Graffitti,The Pink Spiders,2005
SOTWSKS12A8C137626,1,El Nano (Album Version),El Nano,Melendi,0
SOTWSMJ12A6D4FB9DF,16,You Can't Roller Skate In A Buffalo Herd,20th Century Masters: The Millennium Collection: Best Of Roger Miller,Roger Miller,0
SOTWSUK12A8C135C11,1,Lay It Down,Hot Boxing,Magnapop,1990
SOTWSXL12A8C143349,476,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2005
SOTWUMF12A6D4F7B6B,1,Book Of Love,Rock 'n' Roll And Pop Hits_ The 50s_ Vol. 38,The Monotones,1955
SOTWVHX12A8C1341B2,2,Must've Been Drunk,A Taste Of Yesterday's Wine,Merle Haggard & George Jones,1980
SOTWVMY12A6D4F851D,4,Civil Sin,Civilian,Boy Kill Boy,2005
SOTWVWI12AF729C730,3,Felt Chewed Up,Felt 3: A Tribute to Rosie Perez,Felt,2005
SOTWWAM12A8C13A2DC,1,True To Myself,Dragonfly,Ziggy Marley,2000
SOTWWEV12AC9074E6F,45,Do You Remember,. . . XYZ,Moose,0
SOTWWSP12AB017F5FF,1,Alameda,Either Or,Elliott Smith,0
SOTWWXM12A6311084B,4,Slow Country,Gorillaz,Gorillaz,2000
SOTWYCQ12A8C137B43,3,I'm Already There,I'm Already There,Lonestar,2000
SOTWYHX12A58A78C1A,17,It's Yours,It's Yours,J. Holiday,2005
SOTWYMU12AB018199E,1,Morgantown,Desolate Son,Palodine,0
SOTWYQA12A8C13CFB1,1,Gone Crazy,Marcy Playground,Marcy Playground,1995
SOTWYUD12AB018347F,1,Million Dollar Question,Pablo Honey (Collector's Edition),Radiohead,1990
SOTWYWC12A8C13AAF0,2,Soledad (vivo),En vivo,Maná,0
SOTWZDG12AB0185CA7,1,My Love,The Secret Migration,Mercury Rev,2005
SOTWZEJ12AB0182D74,3,Green And Gray,This Side,Nickel Creek,2000
SOTWZMD12A58A767D3,4,Have To Explode,Tallahassee,Mountain Goats,2000
SOTWZOP12AB0187ECA,8,Switchblade,Kitsuné: Hearts Japan EP,Heartsrevolution,2005
SOTXACG12A8C144082,13,Sparkover,Euphoria Trance Awards,Tom Colontonio,0
SOTXACS12A8C13DBAE,10,Inches And Falling (I Love_ Love),Dog Problems,The Format,0
SOTXALR12A8C13A9A3,1,Persepolis,Junk Science,Deep Dish;Mr Nader Majd,1995
SOTXAPB12A6310E092,1,Them Heavy People,The Kick Inside,Kate Bush,1975
SOTXAPC12AB018832F,1,Trombón criollo,Descargas cubanas,Israel López Cachao,0
SOTXAXQ12A8C146BF2,9,Legend Of A Banished Man,The Avenger (Bonus Edition),Amon Amarth,1995
SOTXBED12A6310F233,1,Butterfly,A Storm In Heaven,The Verve,1990
SOTXBIH12A8C138E62,2,Lagrimas Negras,Lagrimas Negras,Bebo & Cigala,0
SOTXBKS12AAF3B26E0,5,Homecoming,Hold On Tight,Hey Monday,2005
SOTXBUW12A8C13F763,3,Gossip (Album Version),It's Classy_ Not Classic,Breathe Carolina,0
SOTXCZJ12AB01861A7,1,Le soleil dans ta poche,Ouvarosa,La Bergère,2000
SOTXDCY12AF729A39B,38,Drunken Lullabies,Live at the Greek Theatre,Flogging Molly,2000
SOTXDIX12AF72A36A0,1,Miracle Man,This Is An Outrage!,Capital Lights,2005
SOTXDTK12A6D4FB50A,1,Room 69 Moi?,(In Search Of) Excellounge,Gare du Nord,0
SOTXEXP12AB0188DF5,7,Put Some Drive In Your Country (LP Version),Super Hits,Travis Tritt,0
SOTXFLY12A58A77E14,1,Knock Down Walls,Sugar,Tonic,0
SOTXFZD12A6D4F73AF,14,Daytona Demon,Original Hits - Rock,Suzi Quatro,1970
SOTXGDC12A8C140E52,1,Two Silver Trees,Two Silver Trees,Calexico,2005
SOTXHIA12A6D4F6588,1,No Problems,Maximum RocknRoll,NOFX,1985
SOTXIMX12A6D4FBB79,27,parade of punk rock t-shirts,We_ the Vehicles,Maritime,2005
SOTXJDX12A8C14442C,3,We're Not Gonna Take It,Goodbye Blue And White,Less Than Jake,1995
SOTXJIL12A8C13B487,1,Severed Lips,Dinosaur,Dinosaur Jr.,1985
SOTXJXM12A8A9D6539,1,Oye Compai,Cata Cheli,La Excepcion,2000
SOTXKNF12A6D4F957B,1,I'm For You,Portable Sounds With Bonus Remixes,tobyMac,2005
SOTXMEN12A8AE46A2F,2,Finore,Live In Dublin,Moving Hearts,1990
SOTXMLK12A8C139437,2,Lake Nocturne,Vector Lovers,Vector Lovers,2000
SOTXMOH12A58A79F3D,1,Only This Moment (Chab Remix ),Only This Moment,Röyksopp,2005
SOTXNKJ12A8C1304F0,4,Grease Monkey,Jeff,Jeff Beck,2000
SOTXNMW12A6D4FB2B9,1,Virtual Reality,Jump5,Jump5,0
SOTXNRX12A8C14297F,1,My Name,Hobo,Charlie Winston,2005
SOTXOGW12A6D4F50A2,1,Rockstarz (Album Version),Love Is War,Vanilla Ninja,2005
SOTXONM12A8C13AAA6,6,I Feel Better,The Midnight Organ Fight,Frightened Rabbit,2005
SOTXOUH12AB018B48E,2,Stomping Grounds (Live Version),Greatest Hits Of The 20th Century,Bela Fleck And The Flecktones,0
SOTXOVS12A6D4F9E8B,1,Divine,Antony & The Johnsons,Antony & The Johnsons,2000
SOTXPBE12AB018763C,1,Hi Scores,Hi Scores,Boards of Canada,1995
SOTXPIE12AF72AB7E3,4,My Little Red Book,The Forever Changes Concert,Love,0
SOTXPPO12A8C1329F1,9,You've Changed,Endangered Species,Flaw,2000
SOTXPVG12AB017AFF6,2,We Worship You,Exalted...Live In Baltimore,Youthful Praise featuring J.J. Hairston,0
SOTXQKQ12A6D4FB6D5,1,Remembering Petticoat Lane,Jurassic Park,John Williams,0
SOTXQMO12A8C135FC0,1,Minds Eye,The Historical Conquests Of Josh Ritter,Josh Ritter,2005
SOTXQRI12A8C132469,4,Buried Alive,Blackbird,Alter Bridge,2005
SOTXQSA12AB0186D27,1,Twink,Below & Beyond,Floor,2000
SOTXQVF12A8C13ABBA,2,Hoofprints In The Sand,Human The Death Dance,Sage Francis,2005
SOTXRPJ12A8C13844A,3,Sectas,El Vals Del Obrero,Ska-P,1995
SOTXRWB12AB0185C97,1,In The Wilderness,The Secret Migration,Mercury Rev,2005
SOTXRZC12AB018165A,41,If I Can't Have You,UltraSex,Mount Sims,2000
SOTXSFT12AF72A654A,3,If This Is It,Sports,Huey Lewis & The News,1980
SOTXSLM12A58A80BAF,1,Not So Tough Found Out,You Are My Sunshine,Copeland,2005
SOTXSMC12AB0182217,16,Black Door,Magic Potion,The Black Keys,2005
SOTXTKC12A8C1310B3,12,Over Now,Alice In Chains,Alice In Chains,1995
SOTXTXV12A58A7CAD5,6,I'm Not Over (Album Version),I'm Not Over,Carolina Liar,0
SOTXVKA12A8AE4667F,1,déranger les pierres,Comme si de rien n'etait,Carla Bruni,2005
SOTXWNV12A6D4F8874,4,Don't Stop Me Now,All The Greatest Hits,McFly,2005
SOTXWUI12A58A76CAE,1,Most of Us,What Makes Your World Go Round?,Arkitekt,0
SOTXXBT12A6D4F6B25,56,Hey Sexy Lady,Lucky Day,Shaggy / Brian & Tony Gold,2000
SOTXXTC12A6D4F4A27,9,Her Man,Greatest Hits,Gary Allan,2005
SOTXXUE12AB018B688,1,Last Scene Of Struggling,Finger Eleven,Finger Eleven,2000
SOTXYPX12A6D4F4760,9,Distant Shore,Dierks Bentley,Dierks Bentley,2000
SOTXZUG12A6D4F8417,1,The Eruption,Prometheus: The Discipline Of Fire & Demise,Emperor,0
SOTYAEE12AB017EA1C,1,Sealed With a Kiss,Apple O',Deerhoof,2000
SOTYAJM12A6D4FD0EE,6,Mountain Song ( LP Version ),Nothing's Shocking,Jane's Addiction,1985
SOTYAZQ12A8C140FDE,15,When I Get Where I'm Going,Time Well Wasted,Brad Paisley;Dolly Parton,2005
SOTYBNZ12A8C13676A,1,Cut The Rope,Hurricane Bar,Mando Diao,2000
SOTYBSD12AF72A18EC,2,THATCHERITES,William Bloke,Billy Bragg,1995
SOTYCWJ12A8C13D477,2,Recuerdo Malevo,La Historia Completa De Carlos Gardel - Volumen 21,Carlos Gardel,1990
SOTYDLP12A8C144DE2,3,Young And Proud,Happy Nation - U.S. Version,Ace of Base,1990
SOTYFNV12AB01862CF,3,Malon,Trance Zomba,Babasonicos,1990
SOTYFVI12AB017FF7F,10,My Poor Old Heart,Lonely Runs Both Ways,Alison Krauss / Union Station,2000
SOTYFXO12A6D4FDC80,1,A Moment Of Silence (Album Version),Everything Goes Numb,Streetlight Manifesto,2000
SOTYGBJ12A6D4FD257,7,Weapon,Avalanche,Matthew Good,2000
SOTYGGI12A8C13D686,2,Free,You Are Free,Cat Power,2000
SOTYGLE12A6D4F86CF,28,Ruby Dear,Naked,Talking Heads,1985
SOTYGQE12AB0183F32,1,Agony of the Rose,Corps Electriques,Hector Zazou,0
SOTYGSU12A8C136FED,2,Thought Control,Punk-O-Rama 2,DFL,0
SOTYIBA12A8C134890,1,We Need Each Other,We Need Each Other,Sanctus Real,2005
SOTYIBM12AB0185385,1,Pulk/Pull Revolving Doors,Amnesiac,Radiohead,2000
SOTYIMV12A8C133EA5,2,One Way,Visual Paradox,Code Of Ethics,1990
SOTYJJB12AB017C6E0,2,Love Will Find You,We're The Best Of Friends,Natalie Cole & Peabo Bryson,0
SOTYJZR12A6D4F6A3E,31,Crossfire,23 Skidoo,23 Skidoo,0
SOTYKBX12AB0184045,9,Nitpickin',Unfinished Business,Danny Gatton,2005
SOTYKCH12AB0183EC0,1,Hail Sagan (Special K) (2009 Digital Remaster),Hello Nasty (Remastered Edition),Beastie Boys,0
SOTYKZR12A67020806,1,Stronger Than I Am,I Hope You Dance,Lee Ann Womack,2000
SOTYLCV12A8C143772,22,Bad Luck,Coming On Strong,Hot Chip,2000
SOTYMIV12AF72A3F8A,11,Funky Weekend,Live From The 9:30 Club,Mint Condition,1995
SOTYMSA12AB018089E,2,Demolishor,The Dead Walk,The Acacia Strain,2005
SOTYMXH12AB0184243,20,Baby I Want You,Last Days At The Lodge,Amos Lee,2005
SOTYNEA12AAFF41CE2,1,Hold On,Hold On,Tyrone Wells,2005
SOTYOGH12A6D4FAB93,3,Love's Not A Competition (But I'm Winning),Yours Truly_ Angry Mob,Kaiser Chiefs,2005
SOTYOQB12AB0184398,8,You Can't Stop The Changes,Things That Fly,The Infamous Stringdusters,2010
SOTYPAQ12AB01894FC,1,San Francisco Serenade,Twelve Small Steps_ One Giant Disappointment,Bad Astronaut,2005
SOTYPAV12A6D4F7E76,1,Transitions,Shinola (Vol. 1),Ween,2005
SOTYRDY12AB017F90A,1,What She Said,The Sound Of The Smiths,The Smiths,1985
SOTYSQD12A8C1411D9,2,Technophobia,In Search Of Sunrise 5 - Los Angeles,Progression,0
SOTYSQF12A8C13E0AA,4,We Will Rock You,Photograph [Commercial Single],Nickelback,2005
SOTYSRA12AB018307A,1,Mistake,Lightning Bolt,Lightning Bolt,1995
SOTYSRE12A6701C682,1,Better Do Better [Album Version],Stars Of CCTV,Hard-FI,2000
SOTYSZR12A6701F2CD,1,Marvelous Things (Album Version),Marvelous Things,Eisley,0
SOTYTQU12A67FFB35D,4,Tengo Muchas Alas,Amar es Combatir,Maná,2005
SOTYUAO12A6D4F99D2,1,Gettin' In The Mood (For Christmas),Dig That Crazy Christmas,Brian Setzer Orchestra,2005
SOTYUEO12A8AE48BEA,3,The Creeps,The Very Best Of Euphoric Dance Breakdown,Camille Jones Vs Fedde Le Grand,2005
SOTYVDX12A6D4FD1C4,2,If I May,Nia,Blackalicious,1995
SOTYYBQ12AB0189E59,5,Paradise Circus (Breakage's Tight Rope Remix),Heligoland,Massive Attack,2010
SOTYYIR12AB018512C,4,Ten Women,Outer South,Conor Oberst,2005
SOTYYMO12A8C145122,4,Murguita Del Sur,Libertinaje,Bersuit Vergarabat,1995
SOTYZLJ12A6D4F74F4,14,Walkabout (Album Version),One Hot Minute,Red Hot Chili Peppers,1995
SOTYZZW12A6701C2B0,1,You Don't Have To Change,Gangthology,Kool & The Gang,1970
SOTZABX12A6D4F9C8B,3,Live Long,Riot On An Empty Street,Kings Of Convenience,2000
SOTZAQS12A8C143DCB,4,Silent Night,8 Days Of Christmas,Destiny's Child (featuring Beyoncé Knowles),2000
SOTZASX12A81C21A88,1,Infinity,Infinite,STRATOVARIUS,2000
SOTZCDY12A6D4F6209,10,Pitiful (Radio Edit) (),Pitiful (Explicit),Sick Puppies,0
SOTZCKQ12A8C137551,2,Out Of Focus,Vincebus Eruptum,Blue Cheer,1965
SOTZDDX12A6701F935,1,Only One And Only,Revival,Gillian Welch,1995
SOTZDHD12A6701C19B,1,The Mule,The Magic Numbers,The Magic Numbers,2005
SOTZDQC12A8151B822,1,Fuck The People,Keep On Your Mean Side,The Kills,2000
SOTZEEK12A6D4F7455,6,Le Masque Sur Le Mur,Royaume De Siam,Gérard Manset,1990
SOTZEPU12AC468AB90,1,'60 - '65,ULJE JE NA VODI,Haustor,1995
SOTZFDJ12AB018632A,3,Stand Up (Album Version),Handmade (.),Hindi Zahra,0
SOTZFGO12A8C141ADE,1,Lost Fur,Where the Wild Things Are Motion Picture Soundtrack:  Original Songs by Karen O and The Kids,Carter Burwell,2005
SOTZFLU12A8C139331,4,Settin' The Woods On Fire,The Tractors,The Tractors,1990
SOTZFSC12A8C13A5AE,7,Into a Fantasy (CJ Stone meets Mr. Phillips Essential Club Mix),Into a Fantasy,C-Base meets DJ Thoka,0
SOTZHFA12A8AE48B08,2,Baker's Dozen,We Love 'Em Tonight (Live at Tipitina's),Galactic,2000
SOTZHKD12AF72A075E,8,Stone Me,The Hustle,G. Love,2000
SOTZHLC12A6D4FCE3F,6,Denia,Proxima Estacion Esperanza,Manu Chao,2000
SOTZHMD12A6D4F7AA1,1,No Es Lo Mismo,Morbo,Morbo,2000
SOTZHXQ12AB018B11F,7,Blame,El Oso,Soul Coughing,1995
SOTZIGF12A8C13EF69,9,Shitty Bum,Static Traveller,C-Mon & Kypski,2000
SOTZION12A6D4FB477,24,If I Never See Your Face Again,Good Girl Gone Bad: Reloaded,Maroon 5 / Rihanna,2005
SOTZIOY12AB01817C0,1,Sweet Deception,Beasts Of Season,Laura Gibson,2005
SOTZJBM12AAF3B4075,6,One Foot In The Grave,One Foot In The Grave,Beck,1990
SOTZJDU12B0B807850,1,Seven Wonders,This Side,Nickel Creek,2000
SOTZJGF12A58A78BEA,5,Summer's Almost Gone [New Stereo Mix] (Advanced Resolution),Waiting For The Sun [40th Anniversary Mixes],The Doors,0
SOTZJIS12AB018C38C,2,Festival De Rock,Irrompible,Los Autenticos Decadentes,2010
SOTZJUR12AF72A2B74,3,Miserable,A Place In The Sun,Lit,1995
SOTZLCZ12AF72A232B,1,I Will Never Write An Obligatory Song About Being On The Road And Missing Someone,...Is A Real Boy,Say Anything,2005
SOTZLPL12A8C143554,1,Mujeres,Animal Nocturno,Ricardo Arjona,1990
SOTZLXB12A8C1346BC,6,All By Myself,The Collector's Series Volume One,Céline Dion,1995
SOTZMAL12A6D4FB05C,1,Dove Amongst Eagles (For A Time Like This Album Version),FOR A TIME LIKE THIS,Sheila Walsh,0
SOTZMDL12A8C141C3F,1,Big Girl Now,The Block,New Kids On The Block / Lady GaGa,2005
SOTZMOD12AB018C0E2,1,Sorry N' Shit (feat. 57th Street Rogue Dog Villians),Sickology 101,Tech N9NE Collabos featuring 57th Street Rogue Dog Villains,0
SOTZMQF12A67021D77,2,Butterfly,Pinkerton,Weezer,1995
SOTZMYP12A58A77847,10,Alma Libre,Mi Sueño,Ibrahim Ferrer,2005
SOTZNAR12AB018B567,2,Snake Drive,Mr. Wizard,R.L. Burnside,1995
SOTZNDV12A6701FD75,1,Arnie,Brown Album,Primus,1995
SOTZNEO12A67ADE480,1,Cut Cut Paste,A Lesson In Crime,Tokyo Police Club,2005
SOTZNPC12AC468D748,2,Hoy no&,2005,SFDK,2005
SOTZNRZ12A8151DD01,14,Matinée,Matinée,Franz Ferdinand,2000
SOTZOSL12A6D4F7793,33,Kiss Me (Album Version),Cassie,Cassie,2005
SOTZPGS12A58A7D052,6,Blagunyo Denche,Kultura-Diktatura,Kultur Shock,2000
SOTZPTL12AB018301B,4,Babylon (feat. Mr. Lexx) [Original Mix],Babylon,Congorock feat. Mr. Lexx,0
SOTZQAD12A8C13A8F7,2,The Sea Whisperer,The Silver Tree,Lisa Gerrard,2005
SOTZQOV12A6D4F5914,2,Ain't My Bitch,Load,Metallica,1995
SOTZQQO12A8C13CB4A,2,Showdown,Chocolate Factory,R. Kelly featuring Ron Isley,2000
SOTZRIW12A6D4FB38F,2,Fools That Dream,The World We Live In,Radney Foster,2005
SOTZRLO12A8C140FB6,1,Inhuman,Informis Infinitas Inhumanitas,Origin,2000
SOTZRNJ12A67AD8640,3,Atlantis To Interzone,Myths Of The Near Future,Klaxons,2005
SOTZSAQ12A8C132A1A,2,Drivin On 9,Last Splash,The Breeders,1990
SOTZSBM12AB017DA1D,1,Minds Eye,Hardware Limited 03,Pendulum & Bulletproof,0
SOTZSIK12AB017FAA6,3,Heartbeat,Burnin' Sky,Bad Company,1975
SOTZSNJ12A58A7A960,2,Sam Stone,Souvenirs,John Prine,1970
SOTZSPA12AAF3B49B8,2,The Horse,The Horse,The Chap,2000
SOTZSXH12A58A7AB79,1,Six Shooter,Songs For The Deaf,Queens Of The Stone Age,2000
SOTZTAH12A8AE47C93,1,Poison Finger,The Master's Bedroom Is Worth Spending a Night In,The Oh Sees,2005
SOTZTAY12AAA15D754,5,A Tu Vera,Coplas Que Nos Han Matao,Falete,0
SOTZTBF12A6D4F9A0C,8,Dance4life,Magikal Journey (The Hits Collection 1998-2008),Tiësto,2005
SOTZUNF12A8C13999B,25,It's Ok!,Atomic Kitten,Atomic Kitten,2000
SOTZUUT12AB018760A,1,Sajana,"Music from the Film: ""Let's Enjoy",Midival Punditz,0
SOTZVHF12AB017DE33,2,I Don't Know,Sea Sew,Lisa Hannigan,2005
SOTZVPG12AC468E349,1,Un Coche De Agua Negra,Round The Outside! Round The Outside!,Malcolm McLaren,0
SOTZVUP12AB017E9C9,1,Passion Song,Nothing Above My Shoulders but the Evening,Ray Lynch,0
SOTZWGJ12AB01834B5,1,Milk Cow Blues,Doc Watson At Gerdes Folk City,Doc Watson,0
SOTZWLK12A58A7B4DA,1,Please Please Please (Young Hollywood) (Smitty & Gabriel D. Vine Remix),Please Please Please,Head Automatica,2000
SOTZXRO12A6D4F7AEE,1,Don't Walk Away,Pat Benatar-The Collection,Pat Benatar,1985
SOTZXVW12A8AE4797C,8,Pretty In Pink,Collections,The Psychedelic Furs,1980
SOTZYDA12AB0183525,2,Medicine Ball,Relapse,Eminem,2005
SOTZYHB12A8C13F5F3,48,Bombshell,Operation Ivy,Operation Ivy,1985
SOTZYIA12A6D4FB18E,3,Orishas Llego (Cayo Huesco Remix),Antidiotico,Orishas,2005
SOTZYYJ12A58A7D581,9,Ending Of An Era,Dystopia,Midnight Juggernauts,2005
SOTZZTF12AB018AC02,1,1985 Style,Belief is the Enemy,Grievous Angel,0
SOUAAFJ12A8C14223F,5,Personal,In Our Bedroom After The War,Stars,2005
SOUAANT12A8C141E7E,2,Thousand Lakes,Tales From The Thousand Lakes,Amorphis,1990
SOUAATH12A8C133A97,7,Drinking In L.A.,Glee,Bran Van 3000,1995
SOUAAWF12A58A78F4A,4,Tiempo,X,Intocable,2005
SOUAAXQ12A6D4FD7FF,1,Proibito,El Diablo,Litfiba,1990
SOUABED12AB0182D44,1,Chainsaw Juggler,Chewing On Glass & Other Miracle Cures,Sixtoo,2000
SOUABRU12A6701D9D5,2,Keep On Growing,Layla And Other Assorted Love Songs,Derek & The Dominos,1970
SOUABXY12A8C133A3F,16,Jive Talkin' (Album Version),Main Course,Bee Gees,1975
SOUACBM12A6D4F9664,3,Moonlight Serenade,Pirates Of The Caribbean Original Soundtrack,Klaus Badelt,2000
SOUACGJ12A8C145499,8,Mouse/animal/facebook/danger,Dance on the beast,Sharko,2005
SOUACNH12A58A7EC76,1,Terminal,Blood,O.S.I.,2005
SOUACXK12A8C1437B3,28,The Weight Of Lies,Emotionalism,The Avett Brothers,2005
SOUADAW12A8C135BEF,19,Old School Rules (Album Version),The Mouse And The Mask,Danger Doom,2005
SOUADDZ12A8C132117,26,Theme From Armageddon,Armageddon - The Album,Trevor Rabin,1995
SOUAEFH12A6D4F9913,8,Paint A Vulgar Picture,Strangeways_ Here We Come,The Smiths,1985
SOUAEHH12A8BED02CB,22,Yön hetket,Pienen pojan haaveet,Yölintu,2000
SOUAEJI12AB0181121,28,Owner Of A Lonely Heart,Ministry of Sound Presents 100,Max Graham vs Yes,2005
SOUAENN12A67AE019E,1,Gotta Make It featuring Twista (Album Version),I Gotta Make It,Trey Songz,2005
SOUAFDG12A6D4F75D7,3,Butterfly Caught (Paul Daley Remix),100th Window - The Remixes,Massive Attack,2000
SOUAFEY12A670208BF,1,I Feel Good (Live Version),The Voice,Bobby McFerrin,1980
